label	code	symbol
信義	9940	9940.TW
裕融	9941	9941.TW
茂順	9942	9942.TW
好樂迪	9943	9943.TW
新麗	9944	9944.TW
潤泰新	9945	9945.TW
三發地產	9946	9946.TW
佳龍	9955	9955.TW
世紀鋼	9958	9958.TW
茂生農經	1240	1240.TWO
安心	1259	1259.TWO
德麥	1264	1264.TWO
漢來美食	1268	1268.TWO
漢田生技	1294	1294.TWO
生合	1295	1295.TWO
台翰	1336	1336.TWO
精華	1565	1565.TWO
濱川	1569	1569.TWO
力肯	1570	1570.TWO
新麥	1580	1580.TWO
精剛	1584	1584.TWO
和勤	1586	1586.TWO
駿吉-KY	1591	1591.TWO
祺驊	1593	1593.TWO
川寶	1595	1595.TWO
宏佳騰	1599	1599.TWO
台蠟	1742	1742.TWO
生泰	1777	1777.TWO
合世	1781	1781.TWO
訊聯	1784	1784.TWO
光洋科	1785	1785.TWO
杏昌	1788	1788.TWO
金穎生技	1796	1796.TWO
易威	1799	1799.TWO
寶利徠	1813	1813.TWO
富喬	1815	1815.TWO
唐榮公司	2035	2035.TWO
風青	2061	2061.TWO
世鎧精密	2063	2063.TWO
晉椿	2064	2064.TWO
世豐	2065	2065.TWO
世德	2066	2066.TWO
嘉鋼	2067	2067.TWO
精湛	2070	2070.TWO
雄順	2073	2073.TWO
大甲	2221	2221.TWO
泰茂	2230	2230.TWO
謚源	2235	2235.TWO
綠意	2596	2596.TWO
大車隊	2640	2640.TWO
正德	2641	2641.TWO
捷迅	2643	2643.TWO
全心投控	2718	2718.TWO
燦星旅	2719	2719.TWO
藝舍-KY	2724	2724.TWO
雅茗-KY	2726	2726.TWO
瓦城	2729	2729.TWO
六角	2732	2732.TWO
易飛網	2734	2734.TWO
富野	2736	2736.TWO
華軒	2740	2740.TWO
山富	2743	2743.TWO
五福	2745	2745.TWO
王座	2751	2751.TWO
豆府	2752	2752.TWO
亞洲藏壽司	2754	2754.TWO
揚秦	2755	2755.TWO
聯發國際	2756	2756.TWO
滿心	2916	2916.TWO
宏太-KY	2924	2924.TWO
誠品生活	2926	2926.TWO
集雅社	2937	2937.TWO
米斯特	2941	2941.TWO
振宇五金	2947	2947.TWO
寶陞	2948	2948.TWO
欣新網	2949	2949.TWO
泰偉	3064	3064.TWO
李洲	3066	3066.TWO
全域	3067	3067.TWO
協禧	3071	3071.TWO
天方能源	3073	3073.TWO
僑威	3078	3078.TWO
聯亞	3081	3081.TWO
網龍	3083	3083.TWO
新零售	3085	3085.TWO
華義	3086	3086.TWO
艾訊	3088	3088.TWO
港建*	3093	3093.TWO
及成	3095	3095.TWO
穩懋	3105	3105.TWO
好德	3114	3114.TWO
富榮綱	3115	3115.TWO
進階	3118	3118.TWO
笙泉	3122	3122.TWO
昇銳	3128	3128.TWO
弘塑	3131	3131.TWO
晶宏	3141	3141.TWO
大綜	3147	3147.TWO
璟德	3152	3152.TWO
嘉實	3158	3158.TWO
精確	3162	3162.TWO
波若威	3163	3163.TWO
亞信	3169	3169.TWO
炎洲流通	3171	3171.TWO
基亞	3176	3176.TWO
公準	3178	3178.TWO
鑫龍騰	3188	3188.TWO
雲嘉南	3191	3191.TWO
佰研	3205	3205.TWO
志豐	3206	3206.TWO
耀勝	3207	3207.TWO
順達	3211	3211.TWO
茂訊	3213	3213.TWO
優群	3217	3217.TWO
大學光	3218	3218.TWO
倚強科	3219	3219.TWO
台嘉碩	3221	3221.TWO
三顧	3224	3224.TWO
龍鋒	3226	3226.TWO
原相	3227	3227.TWO
金麗科	3228	3228.TWO
錦明	3230	3230.TWO
昱捷	3232	3232.TWO
光環	3234	3234.TWO
千如	3236	3236.TWO
海灣	3252	3252.TWO
鑫創	3259	3259.TWO
威剛	3260	3260.TWO
欣銓	3264	3264.TWO
台星科	3265	3265.TWO
海德威	3268	3268.TWO
東碩	3272	3272.TWO
宇環	3276	3276.TWO
太普高	3284	3284.TWO
微端	3285	3285.TWO
廣寰科	3287	3287.TWO
點晶	3288	3288.TWO
宜特	3289	3289.TWO
東浦	3290	3290.TWO
鈊象	3293	3293.TWO
英濟	3294	3294.TWO
杭特	3297	3297.TWO
岱稜	3303	3303.TWO
鼎天	3306	3306.TWO
佳穎	3310	3310.TWO
斐成	3313	3313.TWO
尼克森	3317	3317.TWO
建舜電	3322	3322.TWO
加百裕	3323	3323.TWO
雙鴻	3324	3324.TWO
旭品	3325	3325.TWO
幸康	3332	3332.TWO
泰谷	3339	3339.TWO
寶德	3349	3349.TWO
律勝	3354	3354.TWO
臺慶科	3357	3357.TWO
尚立	3360	3360.TWO
先進光	3362	3362.TWO
上詮	3363	3363.TWO
典範	3372	3372.TWO
熱映	3373	3373.TWO
精材	3374	3374.TWO
彬台	3379	3379.TWO
崇越電	3388	3388.TWO
旭軟	3390	3390.TWO
漢科	3402	3402.TWO
台興	3426	3426.TWO
奇鈦科	3430	3430.TWO
哲固	3434	3434.TWO
類比科	3438	3438.TWO
聯一光電	3441	3441.TWO
利機	3444	3444.TWO
由田	3455	3455.TWO
進泰電子	3465	3465.TWO
德晉	3466	3466.TWO
台灣精材	3467	3467.TWO
安勤	3479	3479.TWO
力致	3483	3483.TWO
崧騰	3484	3484.TWO
森寶	3489	3489.TWO
單井	3490	3490.TWO
昇達科	3491	3491.TWO
長盛	3492	3492.TWO
陽程	3498	3498.TWO
環天科	3499	3499.TWO
位速	3508	3508.TWO
矽瑪	3511	3511.TWO
皇龍	3512	3512.TWO
亞帝歐	3516	3516.TWO
華盈	3520	3520.TWO
台鋼建設	3521	3521.TWO
御嵿	3522	3522.TWO
迎輝	3523	3523.TWO
凡甲	3526	3526.TWO
聚積	3527	3527.TWO
力旺	3529	3529.TWO
先益	3531	3531.TWO
堡達	3537	3537.TWO
曜越	3540	3540.TWO
西柏	3541	3541.TWO
宇峻	3546	3546.TWO
兆利	3548	3548.TWO
世禾	3551	3551.TWO
同致	3552	3552.TWO
博士旺	3555	3555.TWO
禾瑞亞	3556	3556.TWO
神準	3558	3558.TWO
其陽	3564	3564.TWO
逸昌	3567	3567.TWO
大塚	3570	3570.TWO
泓格	3577	3577.TWO
友威科	3580	3580.TWO
博磊	3581	3581.TWO
閎康	3587	3587.TWO
磐儀	3594	3594.TWO
映興	3597	3597.TWO
三一東林	3609	3609.TWO
鼎翰	3611	3611.TWO
安可	3615	3615.TWO
富晶通	3623	3623.TWO
光頡	3624	3624.TWO
西勝	3625	3625.TWO
盈正	3628	3628.TWO
地心引力	3629	3629.TWO
新鉅科	3630	3630.TWO
晟楠	3631	3631.TWO
研勤	3632	3632.TWO
艾恩特	3646	3646.TWO
鑫科	3663	3663.TWO
安瑞-KY	3664	3664.TWO
光耀	3666	3666.TWO
康聯訊	3672	3672.TWO
德微	3675	3675.TWO
家登	3680	3680.TWO
榮昌	3684	3684.TWO
元創精密	3685	3685.TWO
歐買尬	3687	3687.TWO
湧德	3689	3689.TWO
碩禾	3691	3691.TWO
營邦	3693	3693.TWO
漢磊	3707	3707.TWO
鑫聯大投控	3709	3709.TWO
連展投控	3710	3710.TWO
新晶投控	3713	3713.TWO
永日	4102	4102.TWO
東洋	4105	4105.TWO
邦特	4107	4107.TWO
加捷生醫	4109	4109.TWO
濟生	4111	4111.TWO
聯上	4113	4113.TWO
健喬	4114	4114.TWO
明基醫	4116	4116.TWO
友華	4120	4120.TWO
優盛	4121	4121.TWO
晟德	4123	4123.TWO
太醫	4126	4126.TWO
天良	4127	4127.TWO
中天	4128	4128.TWO
聯合	4129	4129.TWO
健亞	4130	4130.TWO
浩泰	4131	4131.TWO
曜亞	4138	4138.TWO
馬光-KY	4139	4139.TWO
中裕	4147	4147.TWO
鈺緯	4153	4153.TWO
樂威科-KY	4154	4154.TWO
太景*-KY	4157	4157.TWO
訊聯基因	4160	4160.TWO
聿新科	4161	4161.TWO
智擎	4162	4162.TWO
鐿鈦	4163	4163.TWO
友霖	4166	4166.TWO
松瑞藥	4167	4167.TWO
醣聯	4168	4168.TWO
瑞基	4171	4171.TWO
久裕	4173	4173.TWO
浩鼎	4174	4174.TWO
杏一	4175	4175.TWO
福永生技	4183	4183.TWO
安克	4188	4188.TWO
杏國	4192	4192.TWO
欣大健康	4198	4198.TWO
中華食	4205	4205.TWO
環泰	4207	4207.TWO
信立	4303	4303.TWO
勝昱	4304	4304.TWO
世坤	4305	4305.TWO
東隆興	4401	4401.TWO
郡都開發	4402	4402.TWO
新昕纖	4406	4406.TWO
飛寶企業	4413	4413.TWO
三圓	4416	4416.TWO
金洲	4417	4417.TWO
皇家美食	4419	4419.TWO
光明	4420	4420.TWO
耀億	4430	4430.TWO
銘旺實	4432	4432.TWO
興采	4433	4433.TWO
竣邦-KY	4442	4442.TWO
健信	4502	4502.TWO
金雨	4503	4503.TWO
崇友	4506	4506.TWO
高鋒	4510	4510.TWO
福裕	4513	4513.TWO
永彰	4523	4523.TWO
方方土霖	4527	4527.TWO
江興鍛	4528	4528.TWO
淳紳	4529	4529.TWO
宏易	4530	4530.TWO
協易機	4533	4533.TWO
慶騰	4534	4534.TWO
至興	4535	4535.TWO
大詠城	4538	4538.TWO
晟田	4541	4541.TWO
科嶠	4542	4542.TWO
萬在	4543	4543.TWO
桓達	4549	4549.TWO
長佳	4550	4550.TWO
橙的	4554	4554.TWO
旭然	4556	4556.TWO
寶緯	4558	4558.TWO
健椿	4561	4561.TWO
百德	4563	4563.TWO
科際精密	4568	4568.TWO
達航科技	4577	4577.TWO
捷流閥業	4580	4580.TWO
君帆	4584	4584.TWO
唐鋒	4609	4609.TWO
中美實	4702	4702.TWO
大恭	4706	4706.TWO
磐亞	4707	4707.TWO
永純	4711	4711.TWO
永捷	4714	4714.TWO
大立	4716	4716.TWO
美琪瑪	4721	4721.TWO
永昕	4726	4726.TWO
雙美	4728	4728.TWO
熒茂	4729	4729.TWO
豪展	4735	4735.TWO
泓瀚	4741	4741.TWO
合一	4743	4743.TWO
皇將	4744	4744.TWO
合富-KY	4745	4745.TWO
強生製藥	4747	4747.TWO
新應材	4749	4749.TWO
國碳科	4754	4754.TWO
勤凱科技	4760	4760.TWO
誠泰科技	4767	4767.TWO
晶呈科技	4768	4768.TWO
台特化	4772	4772.TWO
大略-KY	4804	4804.TWO
桂田文創	4806	4806.TWO
聯光通	4903	4903.TWO
台聯電	4905	4905.TWO
富宇	4907	4907.TWO
前鼎	4908	4908.TWO
新復興	4909	4909.TWO
德英	4911	4911.TWO
力士	4923	4923.TWO
欣厚-KY	4924	4924.TWO
新盛力	4931	4931.TWO
友輝	4933	4933.TWO
亞電	4939	4939.TWO
辣椒	4946	4946.TWO
金耘國際	4950	4950.TWO
精拓科	4951	4951.TWO
緯軟	4953	4953.TWO
譜瑞-KY	4966	4966.TWO
IET-KY	4971	4971.TWO
湯石照明	4972	4972.TWO
廣穎電通	4973	4973.TWO
亞泰	4974	4974.TWO
華星光	4979	4979.TWO
科誠	4987	4987.TWO
環宇-KY	4991	4991.TWO
晶達	4995	4995.TWO
榮剛	5009	5009.TWO
久陽	5011	5011.TWO
強新	5013	5013.TWO
建錩	5014	5014.TWO
華祺	5015	5015.TWO
松和	5016	5016.TWO
凱衛	5201	5201.TWO
力新	5202	5202.TWO
中茂	5205	5205.TWO
坤悅	5206	5206.TWO
新鼎	5209	5209.TWO
寶碩	5210	5210.TWO
蒙恬	5211	5211.TWO
凌網	5212	5212.TWO
亞昕	5213	5213.TWO
萬達光電	5220	5220.TWO
安力-KY	5223	5223.TWO
立凱-KY	5227	5227.TWO
鈺鎧	5228	5228.TWO
雷笛克光學	5230	5230.TWO
凌陽創新	5236	5236.TWO
智晶	5245	5245.TWO
天鉞電	5251	5251.TWO
智崴	5263	5263.TWO
笙科	5272	5272.TWO
信驊	5274	5274.TWO
達輝-KY	5276	5276.TWO
尚凡*	5278	5278.TWO
數字	5287	5287.TWO
宜鼎	5289	5289.TWO
邑昇	5291	5291.TWO
杰力	5299	5299.TWO
寶得利	5301	5301.TWO
太欣	5302	5302.TWO
系統電	5309	5309.TWO
天剛	5310	5310.TWO
寶島科	5312	5312.TWO
世紀*	5314	5314.TWO
光聯	5315	5315.TWO
美而快	5321	5321.TWO
士開	5324	5324.TWO
華容	5328	5328.TWO
建榮	5340	5340.TWO
立衛	5344	5344.TWO
馥鴻	5345	5345.TWO
世界	5347	5347.TWO
正能量智能	5348	5348.TWO
鈺創	5351	5351.TWO
台林	5353	5353.TWO
佳總	5355	5355.TWO
協益	5356	5356.TWO
力麗店	5364	5364.TWO
中光電	5371	5371.TWO
光譜	5381	5381.TWO
青雲	5386	5386.TWO
能率	5392	5392.TWO
慕康生醫	5398	5398.TWO
中菲	5403	5403.TWO
國眾	5410	5410.TWO
台半	5425	5425.TWO
振發	5426	5426.TWO
新門	5432	5432.TWO
東友	5438	5438.TWO
高技	5439	5439.TWO
均豪	5443	5443.TWO
南良	5450	5450.TWO
佶優	5452	5452.TWO
昇益	5455	5455.TWO
宣德	5457	5457.TWO
同協	5460	5460.TWO
霖宏	5464	5464.TWO
富驊	5465	5465.TWO
凱鈺	5468	5468.TWO
聰泰	5474	5474.TWO
德宏	5475	5475.TWO
智冠	5478	5478.TWO
新華	5481	5481.TWO
中美晶	5483	5483.TWO
通泰	5487	5487.TWO
松普	5488	5488.TWO
彩富	5489	5489.TWO
同亨	5490	5490.TWO
三聯	5493	5493.TWO
凱崴	5498	5498.TWO
永信建	5508	5508.TWO
德昌	5511	5511.TWO
力麒	5512	5512.TWO
三豐	5514	5514.TWO
雙喜	5516	5516.TWO
力泰	5520	5520.TWO
豐謙	5523	5523.TWO
鉅陞	5529	5529.TWO
龍巖	5530	5530.TWO
聖暉*	5536	5536.TWO
桓鼎-KY	5543	5543.TWO
久舜	5547	5547.TWO
安倉	5548	5548.TWO
台聯櫃	5601	5601.TWO
陸海	5603	5603.TWO
中連	5604	5604.TWO
中菲行	5609	5609.TWO
劍湖山	5701	5701.TWO
亞都麗緻	5703	5703.TWO
老爺知	5704	5704.TWO
致和證	5864	5864.TWO
台名	5878	5878.TWO
德記	5902	5902.TWO
全家	5903	5903.TWO
寶雅	5904	5904.TWO
南仁湖	5905	5905.TWO
宏遠證	6015	6015.TWO
康和證	6016	6016.TWO
大展證	6020	6020.TWO
美好證	6021	6021.TWO
元大期貨	6023	6023.TWO
福邦證	6026	6026.TWO
寬魚國際	6101	6101.TWO
合邦	6103	6103.TWO
創惟	6104	6104.TWO
亞元	6109	6109.TWO
光聚晶電	6111	6111.TWO
亞矽	6113	6113.TWO
久威	6114	6114.TWO
建達	6118	6118.TWO
新普	6121	6121.TWO
擎邦	6122	6122.TWO
上奇	6123	6123.TWO
業強	6124	6124.TWO
廣運	6125	6125.TWO
信音	6126	6126.TWO
九豪	6127	6127.TWO
普誠	6129	6129.TWO
上亞科技	6130	6130.TWO
萬旭	6134	6134.TWO
茂達	6138	6138.TWO
訊達電腦	6140	6140.TWO
振曜	6143	6143.TWO
得利影	6144	6144.TWO
耕興	6146	6146.TWO
頎邦	6147	6147.TWO
驊宏資	6148	6148.TWO
撼訊	6150	6150.TWO
晉倫	6151	6151.TWO
順發	6154	6154.TWO
松上	6156	6156.TWO
禾昌	6158	6158.TWO
欣技	6160	6160.TWO
捷波	6161	6161.TWO
華電網	6163	6163.TWO
久正	6167	6167.TWO
昱泉	6169	6169.TWO
統振	6170	6170.TWO
大城地產	6171	6171.TWO
信昌電	6173	6173.TWO
安碁	6174	6174.TWO
立敦	6175	6175.TWO
亞通	6179	6179.TWO
橘子	6180	6180.TWO
合晶	6182	6182.TWO
幃翔	6185	6185.TWO
新潤	6186	6186.TWO
萬潤	6187	6187.TWO
廣明	6188	6188.TWO
萬泰科	6190	6190.TWO
育富	6194	6194.TWO
詩肯	6195	6195.TWO
瑞築	6198	6198.TWO
天品	6199	6199.TWO
海韻電	6203	6203.TWO
艾華	6204	6204.TWO
雷科	6207	6207.TWO
日揚	6208	6208.TWO
慶生	6210	6210.TWO
理銘	6212	6212.TWO
中探針	6217	6217.TWO
豪勉	6218	6218.TWO
富旺	6219	6219.TWO
岳豐	6220	6220.TWO
晉泰	6221	6221.TWO
立軒	6222	6222.TWO
旺矽	6223	6223.TWO
茂綸	6227	6227.TWO
全譜	6228	6228.TWO
研通	6229	6229.TWO
系微	6231	6231.TWO
旺玖	6233	6233.TWO
高僑	6234	6234.TWO
中湛	6236	6236.TWO
驊訊	6237	6237.TWO
松崗	6240	6240.TWO
鑫永洋	6241	6241.TWO
立康	6242	6242.TWO
茂迪	6244	6244.TWO
立端	6245	6245.TWO
臺龍	6246	6246.TWO
沛波	6248	6248.TWO
百徽	6259	6259.TWO
久元	6261	6261.TWO
普萊德	6263	6263.TWO
富裔	6264	6264.TWO
方土昶	6265	6265.TWO
泰詠	6266	6266.TWO
倍微	6270	6270.TWO
台燿	6274	6274.TWO
元山	6275	6275.TWO
安鈦克	6276	6276.TWO
胡連	6279	6279.TWO
佳邦	6284	6284.TWO
良維	6290	6290.TWO
沛亨	6291	6291.TWO
迅德	6292	6292.TWO
智基	6294	6294.TWO
晶焱	6411	6411.TWO
韋僑	6417	6417.TWO
詠昇	6418	6418.TWO
京晨科	6419	6419.TWO
億而得	6423	6423.TWO
易發	6425	6425.TWO
今展科	6432	6432.TWO
大中	6435	6435.TWO
廣錠	6441	6441.TWO
益得	6461	6461.TWO
神盾	6462	6462.TWO
威潤	6465	6465.TWO
大樹	6469	6469.TWO
宇智	6470	6470.TWO
華豫寧	6474	6474.TWO
弘煜科	6482	6482.TWO
點序	6485	6485.TWO
互動	6486	6486.TWO
環球晶	6488	6488.TWO
生華科	6492	6492.TWO
九齊	6494	6494.TWO
科懋	6496	6496.TWO
久禾光	6498	6498.TWO
益安	6499	6499.TWO
雙邦	6506	6506.TWO
惠光	6508	6508.TWO
聚和	6509	6509.TWO
精測	6510	6510.TWO
啟發電	6512	6512.TWO
勤崴國際	6516	6516.TWO
保勝光學	6517	6517.TWO
達爾膚	6523	6523.TWO
明達醫	6527	6527.TWO
創威	6530	6530.TWO
瑞耘	6532	6532.TWO
順藥	6535	6535.TWO
倉和	6538	6538.TWO
隆中	6542	6542.TWO
正基	6546	6546.TWO
高端疫苗	6547	6547.TWO
長科*	6548	6548.TWO
勝品	6556	6556.TWO
欣普羅	6560	6560.TWO
是方	6561	6561.TWO
宏觀	6568	6568.TWO
醫揚	6569	6569.TWO
維田	6570	6570.TWO
霈方	6574	6574.TWO
逸達	6576	6576.TWO
勁豐	6577	6577.TWO
達邦蛋白	6578	6578.TWO
南俊國際	6584	6584.TWO
東典光電	6588	6588.TWO
普鴻	6590	6590.TWO
台灣銘板	6593	6593.TWO
寬宏藝術	6596	6596.TWO
立誠	6597	6597.TWO
富強鑫	6603	6603.TWO
瀧澤科	6609	6609.TWO
奈米醫材	6612	6612.TWO
朋億*	6613	6613.TWO
慧智	6615	6615.TWO
特昇-KY	6616	6616.TWO
共信-KY	6617	6617.TWO
漢達	6620	6620.TWO
萬年清	6624	6624.TWO
泰金-KY	6629	6629.TWO
醫影	6637	6637.TWO
均華	6640	6640.TWO
富致	6642	6642.TWO
M31	6643	6643.TWO
台生材	6649	6649.TWO
全宇昕	6651	6651.TWO
天正國際	6654	6654.TWO
威健生技	6661	6661.TWO
樂斯科	6662	6662.TWO
群翊	6664	6664.TWO
信紘科	6667	6667.TWO
鈺太	6679	6679.TWO
鑫創電子	6680	6680.TWO
雍智科技	6683	6683.TWO
安格	6684	6684.TWO
安碁資訊	6690	6690.TWO
進能服	6692	6692.TWO
廣閎科	6693	6693.TWO
東捷資訊	6697	6697.TWO
軒郁	6703	6703.TWO
天擎	6708	6708.TWO
長聖	6712	6712.TWO
應廣	6716	6716.TWO
久昌	6720	6720.TWO
信實	6721	6721.TWO
矽科宏晟	6725	6725.TWO
亞泰金屬	6727	6727.TWO
上洋	6728	6728.TWO
常廣	6730	6730.TWO
昇佳電子	6732	6732.TWO
博晟生醫	6733	6733.TWO
美達科技	6735	6735.TWO
竹陞科技	6739	6739.TWO
91APP*-KY	6741	6741.TWO
智聯服務	6751	6751.TWO
叡揚	6752	6752.TWO
穩得	6761	6761.TWO
達亞	6762	6762.TWO
綠界科技*	6763	6763.TWO
台微醫	6767	6767.TWO
昱展新藥	6785	6785.TWO
華景電	6788	6788.TWO
虎門科技	6791	6791.TWO
崑鼎	6803	6803.TWO
明係	6804	6804.TWO
宏碁資訊	6811	6811.TWO
聯寶	6821	6821.TWO
濾能	6823	6823.TWO
千附精密	6829	6829.TWO
東研信超	6840	6840.TWO
長佳智能	6841	6841.TWO
進典	6843	6843.TWO
諾貝兒	6844	6844.TWO
綠茵	6846	6846.TWO
數泓科	6855	6855.TWO
鑫傳	6856	6856.TWO
伯特光	6859	6859.TWO
偉康科技	6865	6865.TWO
騰雲	6870	6870.TWO
浩宇生醫	6872	6872.TWO
倍力	6874	6874.TWO
國邑*	6875	6875.TWO
鏵友益	6877	6877.TWO
潤德	6881	6881.TWO
海柏特	6884	6884.TWO
衛司特	6894	6894.TWO
宏碩系統	6895	6895.TWO
創為精密	6899	6899.TWO
巨漢	6903	6903.TWO
伯鑫	6904	6904.TWO
雅特力-KY	6907	6907.TWO
德鴻	6910	6910.TWO
鴻呈	6913	6913.TWO
宸曜	6922	6922.TWO
意藍	6925	6925.TWO
佑全	6929	6929.TWO
家碩	6953	6953.TWO
旅天下	6961	6961.TWO
汎瑋材料	6967	6967.TWO
萬達寵物	6968	6968.TWO
惠民實業	6971	6971.TWO
大井泵浦	6982	6982.TWO
力領科技	6996	6996.TWO
博弘	6997	6997.TWO
邑錡	7402	7402.TWO
碩網	7547	7547.TWO
意德士科技	7556	7556.TWO
樂意	7584	7584.TWO
昶瑞機電	7642	7642.TWO
銳澤	7703	7703.TWO
明遠精密	7704	7704.TWO
全家餐飲	7708	7708.TWO
榮田	7709	7709.TWO
博盛半導體	7712	7712.TWO
威力德生醫	7713	7713.TWO
創泓科技	7714	7714.TWO
裕山	7715	7715.TWO
昱臺國際	7716	7716.TWO
萊德光電-KY	7717	7717.TWO
友鋮	7718	7718.TWO
築間	7723	7723.TWO
光焱科技	7728	7728.TWO
印能科技	7734	7734.TWO
東聯互動	7738	7738.TWO
金利食安	7743	7743.TWO
崴寶	7744	7744.TWO
昕奇雲端	7747	7747.TWO
竑騰	7751	7751.TWO
星亞	7753	7753.TWO
金色三麥	7757	7757.TWO
仁大資訊	7767	7767.TWO
君曜	7770	7770.TWO
能率亞洲	7777	7777.TWO
光速火箭	7782	7782.TWO
安葆	7792	7792.TWO
威聯通	7805	7805.TWO
捷創科技	7810	7810.TWO
佑華	8024	8024.TWO
鈦昇	8027	8027.TWO
光菱	8032	8032.TWO
榮群	8034	8034.TWO
長園科	8038	8038.TWO
九暘	8040	8040.TWO
金山電	8042	8042.TWO
蜜望實	8043	8043.TWO
網家	8044	8044.TWO
星雲	8047	8047.TWO
德勝	8048	8048.TWO
晶采	8049	8049.TWO
廣積	8050	8050.TWO
安國	8054	8054.TWO
凱碩	8059	8059.TWO
東捷	8064	8064.TWO
來思達	8066	8066.TWO
志旭	8067	8067.TWO
全達	8068	8068.TWO
元太	8069	8069.TWO
能率網通	8071	8071.TWO
鉅橡	8074	8074.TWO
伍豐	8076	8076.TWO
洛碁	8077	8077.TWO
泰霖	8080	8080.TWO
瑞穎	8083	8083.TWO
巨虹	8084	8084.TWO
福華	8085	8085.TWO
宏捷科	8086	8086.TWO
麗升能源	8087	8087.TWO
品安	8088	8088.TWO
康全電訊	8089	8089.TWO
翔名	8091	8091.TWO
建暐	8092	8092.TWO
保銳	8093	8093.TWO
擎亞	8096	8096.TWO
常珵	8097	8097.TWO
大世科	8099	8099.TWO
傑霖科技	8102	8102.TWO
大億金茂	8107	8107.TWO
博大	8109	8109.TWO
立碁	8111	8111.TWO
越峰	8121	8121.TWO
正淩	8147	8147.TWO
博智	8155	8155.TWO
天宇	8171	8171.TWO
智捷	8176	8176.TWO
加高	8182	8182.TWO
精星	8183	8183.TWO
巨有科技	8227	8227.TWO
新漢	8234	8234.TWO
華宏	8240	8240.TWO
朋程	8255	8255.TWO
全景軟體	8272	8272.TWO
商丞	8277	8277.TWO
生展	8279	8279.TWO
三竹	8284	8284.TWO
泰藝	8289	8289.TWO
尚茂	8291	8291.TWO
群聯	8299	8299.TWO
益張	8342	8342.TWO
恒耀國際	8349	8349.TWO
冠好	8354	8354.TWO
金居	8358	8358.TWO
千附	8383	8383.TWO
金益鼎	8390	8390.TWO
白紗科	8401	8401.TWO
盛弘	8403	8403.TWO
商之器	8409	8409.TWO
森田	8410	8410.TWO
大國鋼	8415	8415.TWO
實威	8416	8416.TWO
旭源	8421	8421.TWO
保綠-KY	8423	8423.TWO
惠普	8424	8424.TWO
紅木-KY	8426	8426.TWO
匯鑽科	8431	8431.TWO
東生華	8432	8432.TWO
弘帆	8433	8433.TWO
鉅邁	8435	8435.TWO
大江	8436	8436.TWO
大地-KY	8437	8437.TWO
綠電	8440	8440.TWO
綠河-KY	8444	8444.TWO
華研	8446	8446.TWO
霹靂	8450	8450.TWO
大拓-KY	8455	8455.TWO
夠麻吉	8472	8472.TWO
創業家	8477	8477.TWO
三貝德	8489	8489.TWO
裕國	8905	8905.TWO
花王	8906	8906.TWO
欣雄	8908	8908.TWO
光隆	8916	8916.TWO
欣泰	8917	8917.TWO
沈氏	8921	8921.TWO
時報	8923	8923.TWO
大田	8924	8924.TWO
北基	8927	8927.TWO
鉅明	8928	8928.TWO
富堡	8929	8929.TWO
青鋼	8930	8930.TWO
大汽電	8931	8931.TWO
智通*	8932	8932.TWO
愛地雅	8933	8933.TWO
邦泰	8935	8935.TWO
國統	8936	8936.TWO
合騏	8937	8937.TWO
明安	8938	8938.TWO
關中	8941	8941.TWO
森鉅	8942	8942.TWO
琉園	9949	9949.TWO
萬國通	9950	9950.TWO
皇田	9951	9951.TWO
邁達康	9960	9960.TWO
